features/geometry/type,features/geometry/coordinates/0,features/geometry/coordinates/1,features/type,features/properties/mb_lengte,features/properties/breedte_in_m,features/properties/wgs84_geo_e,features/properties/sunk_in_period,features/properties/bodemdiepte_oud,features/properties/wgs84_geo_n,features/properties/bazoverzicht,features/properties/code_diepte,features/properties/totaal,features/properties/thuishaven,features/properties/opmerkingen,features/properties/mb_30,features/properties/datedredged,features/properties/mb_breedte,features/properties/tonnenmaatbruto,features/properties/codetermote,features/properties/depth_20,features/properties/nationaliteit,features/properties/code_vaargeul,features/properties/bouwjaar,features/properties/vorige_diepten,features/properties/code_lengte,features/properties/length_5,features/properties/opgeruimd_tot_op,features/properties/code_historiek,features/properties/teken_op_kaart,features/properties/lengte_in_m,features/properties/lading,features/properties/code_teken,features/properties/bodemdiepte_aangepast,features/properties/berging_datum,features/properties/termote,features/properties/dredgeddepth,features/properties/mb_strekking,features/properties/holte_in_m,features/properties/wraknummer,features/properties/teken_10,features/properties/gevonden_door,features/properties/opgeruimd_door_firma,features/properties/type_schip,features/properties/totaal_klasse,features/properties/name,features/properties/side_scan,features/properties/multibeam,features/properties/utm_31n_northing,features/properties/fairway_35,features/properties/datefound,features/properties/utm_31n_easting,features/properties/werf,features/properties/gezonken_op,features/properties/bijzondere_opmerkingen,features/properties/eigenaar,features/properties/code_mb,features/properties/hout___staal,features/id
Point,2.941028965441458,51.28860300009811,Feature,u,,"002\xb0 56,462 E",99,0,"51\xb0 17,316 N",1957 / 16 - 091,5,"63,75",Oostende,,30,,,"9,53",1,20,Belgisch,1,1942,"4,5 Wk ;  +++",2,2.5,,5,#,,-,1,7.35,,111,,,,B_117_256,2.5,,-,Vissersboot,3,O.76  NOORDSTER,,,495887.75,8.75,,5681921.08,-,1956/07/25,,"Goderis Germaine, Oesterbankstraat 23, Oostende",5,Hout,110
Point,3.0881104429611,51.442498617035206,Feature,u,,"003\xb0 05,287 E",99,0,"51\xb0 26,550 N",1994 / 26 - 156,5,"63,75",,,30,,,,1,20,,1,,"8,7 Wk",2,2.5,,6,#,,,1,9.44,,244,,,,B_126_305,2.5,,,,3,onbekend,,,506123.68,8.75,,5699037.96,,,Uitgebreid sonaronderzoek 2km x1km: niets gevonden 28/10/93.,,5,,243
Point,2.885606523953682,51.2644364124497,Feature,u,,"002\xb0 53,136 E",99,0,"51\xb0 15,866 N",1960 / 22 - 157,5,"63,75",,,30,,,,3,20,,1,,"onzichtbaar bij LW ; 7,5 Wk ;",2,2.5,bodem,,#,,,1,9.18,,,,,,B_115_253_b,2.5,,Van den Tak,,3,onbekend,,,492018.77,8.75,,5679238.1,,,"Opgeruimd wrak. In de BAZ van 1960/22-157 vermeld men de positie van 3 wrakken , De Anton Hammerbacher en 2 onbekenden. In de BAZ van 1950/315 verwijst men naar het wrak RIO BRAVO met als positie 51 16 00 N - 02 52 58 E. Dus een van deze onbekende was de RIO BRAVO.",,5,,282
Point,3.140328762193297,51.41528356645452,Feature,u,,"003\xb0 08,420 E",99,0,"51\xb0 24,917 N",1969 / 20 - 159,5,"63,75",,,30,,,,1,20,,1,,[+++] Van Nederlandse kaart afgenomen voor 1969,2,2.5,,6,#,,,1,5.47,,233,,,,B_124_308,2.5,,,,3,onbekend,,,509758.65,8.75,,5696016.98,,,-,,5,,233
Point,2.897544315368207,51.24574397131508,Feature,u,,"002\xb0 53,853 E",99,0,"51\xb0 14,745 N",1972 / 07 - 073,5,"63,75",,,30,,,,1,20,,1,,"Gevaarlijk voor bovenscheepvaart , #",2,2.5,-,5,#,,,1,5.84,,72,,,,B_114_253_a,2.5,,-,,3,Zuigbuis Decloedt,,,492848.77,8.75,,5677158.11,,1971/11/01,-,,5,,51
Point,3.189358310206326,51.368969608242395,Feature,u,,"003\xb0 11,362 E",2,0,"51\xb0 22,138 N",1967 / 19 - 157,4,"77,25",,,30,,,,1,16,,3,,,2,2.5,,1,#,,,1,14.22,,168,,,,B_122_311_c,2.5,Ter Streep,,,2,HM Motor Launch 424,,,513181.53,26.25,,5690874.02,,,"Tijdens het zoeken naar de aangevaren Zandboei werd in deze positie een obstructie waargenomen. Bij nader duikersonderzoek, verricht in 1967  door de Zeemacht, blijkt deze obstructie een stalen jacht te zijn. Het wrak stak in 1967 ongeveer 1 m boven de omringende bodem uit.",,5,,168
Point,3.013109372535949,51.411941021773536,Feature,u,,"003\xb0 00,787 E",99,0,"51\xb0 24,716 N",1971 / 22 - 145,4,"59,75",,,30,,,,1,16,,1,,"11,5 Wk ; +++",2,2.5,bodem,6,#,,,1,16.59,1987/11/01,229,,,,B_124_300,2.5,,Tijdelijke Vereniging Bergingswerken,,4,onbekend,,,500911.71,8.75,,5695635.99,,,"Op 23 juni 1983 verrichte de sleepzuiger ""RUPEL"" baggerwerkzaamheden in vak 2. In de positie 501 100 X en 5 695 750 Y , dit is iets oosten van de positie van het wrak, werd de zuigkop zwaar beschadigd. In dezelfde positie werd op 29 juni 1983 opnieuw een onderwater obstructie geraakt. Het wrak werd in 1987 opgeruimd tot op de bodem door de Norma en Zeebrugge 1 van de Tijdelijke Vereniging voor Bergingswerken.",,5,,229
Point,2.770283241075659,51.21969999313348,Feature,u,,002\xb0 46.217 E,99,0,51\xb0 13.182 N,,5,"63,75",,,30,,,,2,20,,1,,,2,2.5,,6,,,,1,7.74,,47,,,,B_113_246,2.5,,,,3,onbekend,,,483957.12,8.75,,5674281.89,,,,,5,,26
Point,2.906766540542917,51.23996659458629,Feature,u,,002\xb0 54.406 E,99,0,51\xb0 14.398 N,,5,"63,75",,,30,,,,2,20,,1,,,2,2.5,,6,,,,1,7.07,,64,,,,B_114_254_e,2.5,,,,3,onbekend,,,493491.65,8.75,,5676514.76,,,,,5,,43
Point,2.626766644853595,51.153333284528024,Feature,u,,002\xb0 37.606 E,99,0,51\xb0 09.200 N,,5,"63,75",,,30,,,,2,20,,1,,,2,2.5,,6,,,,1,6.89,,13,,,,B_109_237,2.5,,,,3,onbekend,,,473896.82,8.75,,5666942.57,,,,,5,,70
Point,2.784966618565686,51.19869992517536,Feature,u,,002\xb0 47.098 E,99,0,51\xb0 11.922 N,,5,"63,75",,,30,,,,1,20,,1,,,2,2.5,,6,,,,1,9.03,,32,,,,B_111_247,2.5,,,,3,onbekend,,,484975.74,8.75,,5671943.42,,,,,5,,11
Point,2.688116923697019,51.14628341014763,Feature,u,,002\xb0 41.287 E,99,0,51\xb0 08.777 N,,5,"63,75",,,30,,,,1,20,,1,,,2,2.5,,6,,,,1,0.66,,9,,,,B_108_241,2.5,,,,3,onbekend,,,478184.2,8.75,,5666138.6,,,,,5,,66
Point,2.751033286926788,51.18804997517781,Feature,u,,002\xb0 45.062 E,99,0,51\xb0 11.283 N,,5,"63,75",,,30,,,,1,20,,1,,,2,2.5,,6,,,,1,8.42,,29,,,,B_111_245,2.5,,,,3,Onbekend,,,482600.83,8.75,,5670766.55,,,,,5,,8
Point,2.742733225516386,51.178599973707605,Feature,u,,002\xb0 44.564 E,99,0,51\xb0 10.716 N,,5,"63,75",,,30,,,,2,20,,1,,,2,2.5,,6,,,,1,5.38,,23,,,,B_110_244,2.5,,,,3,onbekend,,,482017.1,8.75,,5669717.64,,,,,5,,3
Point,3.182797027229314,51.420035679958346,Feature,u,"3,40","003\xb0 10,968 E",99,0,"51\xb0 25,202 N",1999 / 22 - 154,5,"63,75",,,30,,,,3,20,Belg,1,,Gevaarlijk voor Bovenscheepvaart,2,2.5,Volledig opgeruimd,,NIET op kaart,"10,50",,1,6.35,1999/09/10,,,,,B_125_311_a,2.5,Ter Streep,ITS Tijdokstraat 12 Zeebrugge 050/557010 Quarain Michiel,Vissersboot,3,DONALD DUCK,,,512710.63,8.75,,5696551.98,,,"Het wrakje is in zijn geheel gelicht, Op 12 oktober 1999 is een controle onderzoek uitgevoerd . Er zijn geen resten van het wrak terug gevonden.",Van Hee Edgar Westkapellestraat 89   8301 Knokke-Heist,5,Staal,288
Point,2.983663853214544,51.36555167656233,Feature,u,,"002\xb0 59,020 E",2,0,"51\xb0 21,933 N",1961 / 22 - 158,4,"59,75",Oostende,,30,,,"254,00",1,16,Belgisch,1,1922,"6,3 Wk  ; 6,6 Wk__  ; +++",2,2.5,bodem,4,#,,- [3 A.A.'s],1,10.1,1963/05/05,158,,,,B_121_259_b,2.5,,Ackermans & Van Haaren,Lichtschip,4,WANDELAAR LICHTSCHIP,,,498862.73,8.75,,5690477.02,"Hoboken, Belgi\xeb",1941/02/01,"Het schip werd op 23/04/1940 van zijn ankerplaats weggehaald en naar Oostende overgebracht. Op 17 mei 1940 werd het weggesleept door de Loodsboot N7 met bestemming Frankrijk. Onderweg brak de sleeptros en strandde het schip. De Duitsers brachten het schip terug vlot en lieten de nodige herstellingen uitvoeren bij Beliard & Crighton. Het schip werd van bewapening voorzien en teruggelegd in de zelfde positie onder de naam ""ZEPHYR"".Tenslotte is het schip door een luchtaanval in februari 1941 tot zinken gebracht.  De positie volgens de Belgische Zeemacht is 51 22 00 N - 02 58 55 E. Het wrak werd met explosieven bewerkt en  opgeruimd tot omringende bodem.",Belgische Staat,5,Staal,158
Point,2.885233245913484,51.266816613950546,Feature,u,,002\xb0 53.114 E,2,0,51\xb0 16.009 N,,5,"90,00",,,30,,,,2,20,,4,,,2,2.5,,4,,,,1,9.61,,95,,,,B_116_253_b,2.5,,,,1,MV Rio Bravo achterschip,,,491993.14,35,,5679502.84,,,,,5,,94
Point,2.824399976564965,51.221683314954035,Feature,u,,002\xb0 49.464 E,99,0,51\xb0 13.301 N,,5,"68,75",,,30,,,,2,20,,1,,,2,2.5,,6,,,,3,3.52,,49,,,,B_113_249,7.5,,,,3,onbekend,,,487737.03,8.75,,5674492.03,,,,,5,,28
Point,2.890783233840667,51.513283276748965,Feature,u,,002\xb0 53.447 E,99,0,51\xb0 30.797 N,,4,"59,75",,,30,,,,2,16,,1,,,2,2.5,,6,,,,1,17.11,,256,,,,B_130_253,2.5,,,,4,Rotsblok,,,492421.17,8.75,,5706912.1,,,,,5,,255
Point,2.539217035050404,51.13868226450879,Feature,u,,002\xb0 32.353 E,99,0,51\xb0 08.321 N,,4,"59,75",,,30,,,,2,16,,1,,,2,2.5,,6,,,,1,14.82,,7,,,,B_108_232c,2.5,,,,4,onbekend,,,467763.6,8.75,,5665348,,,,,5,,64
Point,2.966949969742933,51.2876165953973,Feature,u,,002\xb0 58.017 E,99,0,51\xb0 17.257 N,,5,"63,75",,,30,,,,2,20,,1,,,2,2.5,,6,,,,1,5,,110,,,,B_117_257_a,2.5,,,,3,onbekend,,,497695.26,8.75,,5681810.25,,,,,5,,109
Point,3.088663956201878,51.33444331970694,Feature,u,,"003\xb0 05,320 E",99,0,"51\xb0 20,067 N",1957 / 25 - 139,5,"63,75",,,30,,,,1,20,Belgisch,1,,gevaarlijk voor bovenscheepvaart,2,2.5,,6,#,,,1,5.37,,132,,,,B_120_305,2.5,,,Vissersboot,3,onbekend,,,506176.68,8.75,,5687021.05,,,-,,5,Hout,131
Point,2.934916585874146,51.24929994196338,Feature,u,,002\xb0 56.095 E,99,0,51\xb0 14.958 N,,5,"63,75",,,30,,,,2,20,,1,,,2,2.5,,6,,,,1,4.91,,77,,,,B_114_256_b,2.5,,,,3,onbekend,,,495457.64,8.75,,5677550.59,,,,,5,,56
Point,2.521349996847294,51.247999925007676,Feature,u,,002\xb0 31.281 E,99,0,51\xb0 14.880 N,,5,"63,75",,,30,,,,2,20,,1,,,2,2.5,,6,,,,1,4.45,,75,,,,B_114_231,2.5,,,,3,onbekend,,,466592.77,8.75,,5677512.83,,,,,5,,54
Point,2.830233297207498,51.277766618367224,Feature,u,,002\xb0 49.814 E,99,0,51\xb0 16.666 N,,4,"64,75",,,30,,,,2,16,,1,,,2,2.5,,0,,,,3,11.39,,101,,,,B_116_249_b,7.5,,,,3,onbekend,,,488158.81,8.75,,5680728.01,,,,,5,,100
Point,2.669166593246818,51.171749925770385,Feature,u,,002\xb0 40.150 E,99,0,51\xb0 10.305 N,,5,"63,75",,,30,,,,2,20,,1,,,2,2.5,,6,,,,1,9.55,,20,,,,B_110_240,2.5,,,,3,onbekend,,,476871.39,8.75,,5668976.43,,,,,5,,77
Point,2.626983273028211,51.1735999846732,Feature,u,,002\xb0 37.619 E,99,0,51\xb0 10.416 N,,4,"59,75",,,30,,,,2,16,,1,,,2,2.5,,6,,,,1,14.49,,21,,,,B_110_237_b,2.5,,,,4,onbekend,,,473923.4,8.75,,5669196.28,,,,,5,,1
Point,2.867849973757644,51.68299998300922,Feature,u,,002\xb0 52.071 E,99,0,51\xb0 40.980 N,,2,54.25,,,30,,,,2,8,,1,,,4,5,,6,,,,1,31,,273,,,,B_140_252,2.5,,,,4,onbekend,,,490863.89,8.75,,5725789.79,,,,,5,,272
Point,2.88477327487852,51.26527186014322,Feature,u,,"002\xb0 53,086 E",1,0,"51\xb0 15,916 N",1960 / 22 - 157,5,81.25,Hamburg,,30,,,"443,00",1,20,Duits,3,,"zichtbaar bij LW ; 1,3 Wk ; +++",2,2.5,bodem,3,#,,-,1,9.41,,92,,,,B_115_253_a,2.5,,Van den Tak,Treiler,1,ANTON HAMMERBACHER,,,491960.78,26.25,,5679331.1,-,1955/11/24,"Opgeruimd wrak. In deze onmiddellijke omgeving  lag een wrakstuk van de RIO BRAVO, opgeruimd in 1960 door Van den Tak en in 1988 door TV Bergingswerken nagezien. Ook het derde onbekende wrak werd in 1960 opgeruimd en nagezien.",Gemeindwirtschaftliche Hochseefischerei G.M.B.H.,5,Staal,91
Point,2.474798099433793,51.6271670362964,Feature,29,,"002\xb0 28,488 E",2,0,"51\xb0 37,630 N",1990 / 18 - 116,2,"60,25",Rotterdam,,6,,"9,00","257,00",1,8,Nederlands,4,,"25,5 Wk; 31,0 Wk GLLWS",3,3.75,,2,"30,5 Wk",,-,3,31.66,,268,,"152,00",,B_137_228,7.5,,,Stoomschip,3,BREDA,,2015/08/09,463645.96,35,,5719702.62,-,,"Wijziging  op kaart aangebracht pas in 1996 op de D11 Vlaamse Banken.

B_137_228

Midden 51\xb0 37'.630 - 002\xb0 28'.488
Pt_01  51\xb0 37'.633 - 002\xb0 28'.484
Pt_02  51\xb0 37'.620 - 002\xb0 28'.496

Dieptecijfer gewijzigd naar LAT","C. E. Van Meel, Rotterdam, Nederland",1,Staal,267
Point,3.097833053786124,51.400274521837915,Feature,u,"18,10","003\xb0 05,870 E",2,0,"51\xb0 24,016 N",1982 / 22 - 139,4,"86,00",Aberdeen,,30,1982/10/24,,"120,00",1,16,Brit,4,1909,"6,2 Wk, 7,6 Wk, 7,2 Wk, 11,4 Wk ,10,8 Wk",2,2.5,"76 dm ,108",1,#,"105,00",-,1,17.13,,217,"17,50",,,B_124_305,2.5,,"?,Ackermans & Van Haaren,TVB.",Torpedojager,1,MAORI,,,506805.67,35,,5694343,J.S. White Cowes,1915/05/07,"De MAORI, ex Northstar, ex Yacht , ex Marumbert , ex Calejon was een Britse destroyer of torpedojager en zonk in 1915. Het wrak werd gedeeltelijk opgeruimd door Ackermans & Van Haaren in 1961-1962. In 1982 werd door de Tijdelijke Vereniging voor Bergingswerken met de NORMA het wrak volledig opgeruimd. Nadien werd het wrak afgedregd op 17,50 m door de Paster Pype op 24 october 1982.",C. Craig,5,Staal,217
Point,2.927549005987696,51.243050765719644,Feature,77,"8,78","002\xb0 55,653 E",2,0,"51\xb0 14,583 N",1962 / 13 - 097,5,"47,25",-,,6,,,"810,00",1,20,Brits,1,1916,"01,6 Wk GLLWS",4,5,,1,"01,5 Wk","77,18",-,3,2.29,,70,,,"2,30",B_114_255_c,7.5,,-,Mijnenveger,5,HMS  PLUMPTON,,,494942.75,8.75,,5676856.11,"Mac Millan,  Great-Britain",1918/10/19,Dieptecijfer gewijzigd naar LAT (Mijnenveger Ascott),"British Navy,  Great-Britain",1,Staal,49
Point,2.866434834697774,51.26749140687513,Feature,u,,"002\xb0 51,986 E",99,0,"51\xb0 16,049 N",1987 / 24 - 155,5,"63,75",,,30,,,,1,20,,1,,"5,9 Wk",2,2.5,,6,#,,,1,9.89,,96,,,,B_116_252_a,2.5,,-,,3,onbekend,,,490681.78,8.75,,5679580.1,,,niets meer gevonden,,5,,95
Point,3.192274957296394,51.344722714823064,Feature,20,,"003\xb0 11,537 E",0,0,"51\xb0 20,683 N",1980 / 23 - 126,4,"22,25",,,0,,,,3,16,,0,,"4, 0 Wk ; 6,7 Wk ; 4,8 Wk__ in oorspronkelijke positie",3,3.75,,1,-,,,1,10,,,,,,B_120_311,2.5,,,Duikboot,6,U-boot,,,513391.63,0,,5688178.04,,,"Duitse duikboot uit eerste wereldoorlog.

Het wrak werd op 22/10/1980 gelicht door DRUOON  ANTIGOON en herlegd in bovenstaande positie.  Volgens het verslag van TV Zeebouw-Zeezand gaat het hier om de UB.10. 
De oorspronkelijke positie was 51 21 49 N - 03 13 12 E. Volgens BAZ van 1925/135 a heeft het wrak een lengte van 74 m , de Zeemacht vind in 1978 slechts een wrak met een lengte van 27 m.  Aldus kan het hier om 2 wrakken gaan.",,0,Staal,307
Point,3.079776594616028,51.37472431195004,Feature,u,"17,30","003\xb0 04,787 E",2,0,"51\xb0 22,483 N",1971 / 19 - 132,5,"63,75",,,30,,,"7176,00",1,20,Amerikaans,1,1943,"zichtbaar bij LW ; 8,8 Wk ;  +++",2,2.5,,4,#,"128,60",,1,9.03,,181,,,,B_122_304_b,2.5,,Ackermans & Van Haaren,Liberty,3,CHARLES D. MACIVER,,,505552.68,8.75,,5691500.01,"North Carolina S.B.Co., Wilmington, N.C.",1945/03/23,Gezonken na mijnexplosie nabij NF11 boei op 23 maart 1945. Opgeruimd door Ackermans & Van Haaren uit Antwerpen.,U.S. War Shipping Administration,5,Staal,181
Point,2.883107813665838,51.266385228744475,Feature,u,,"002\xb0 52,986 E",2,0,"51\xb0 15,983 N",,5,"81,25",,,30,,,,1,20,,3,,+++,2,2.5,,4,#,,-,1,9.59,,94,,,,B_116_253_a,2.5,,Van den Tak's Bergingsbedrijf n.v.,,1,MV Rio Bravo voorschip,,,491844.78,26.25,,5679455.1,,,,,5,,93
Point,2.797509671890642,51.246692730440344,Feature,"30,01",,"002\xb0 47,851 E",2,0,"51\xb0 14,802 N",1984 / 26 - 136,5,"47,25",-,,6,1984/10/15,"12,50","545,00",1,20,Brits,1,1943,"gevaarlijk wrak voor bovenscheepvaart , 5,1 Wk ,  5,9 Wk__ , 07,2 Wk__",4,5,-,3,"07,1 Wk__",,30 DC's,3,9.37,,74,"7,20","94,90",,B_114_247,7.5,,-,Treiler,5,HMS. COLSAY,,2007/01/26,485866.82,8.75,,5677278.11,"Cook, Welton & Gemmel Holmes,  Great-Britain",1944/11/02,"Het wrak ligt verspreid in 3 stukken. Het hoogste punt bevindt zich in het stuk b  in positie 5 677 466 N - 485 932 E. De verspreiding bedraagt 93 m (a-b-c). De HMS COLSAY werd op 02/11/1944 getorpedeerd door een Biber (\xe9\xe9nmansduikboot) terwijl het schip voor anker lag.

B_114_247

Midden 51\xb0 14'.802 - 002\xb0 47'.851
Pt_01  51\xb0 14'.800 - 002\xb0 47'.866
Pt_02  51\xb0 14'.774 - 002\xb0 47'.805

Dieptecijfer gewijzigd naar LAT","Royal Navy,  Great-Britain",1,Staal,53
Point,3.188044084256548,51.416002351750585,Feature,"82,5","17,30","003\xb0 11,283 E",2,0,"51\xb0 24,960 N",1997 / 05 - 069,5,"47,25",-,,6,,"18,33","7253,00",2,20,Brits,1,1944,zichtbaar bij LW ;,4,5,,4,"02,8 Wk__","128,60",-,3,6.41,,235,,"221,40",,B_125_311,7.5,,-,Liberty,5,SAMSELBU (voorschip),,2007/03/29,513076.63,8.75,,5696104.35,"J.A. Jones Const. Co. Inc., Panama City",1945/03/19,"Gezonken na mijnexplosie nabij NF 11 boei. Het wrak is in 2 stukken gebroken en hier betreft het voorste gedeelte  van  de SAMSELBU. Het achterste gedeelte bevindt zich in positie 51\xb0 22',950 N - 003\xb008',100 E


Dieptecijfer ongewijzigd in LAT","W. Runciman & Co. Ltd. Mgrs Londen Britain, MOWT US gecharterd",1,Staal,235
Point,2.540494750145287,51.13581873189385,Feature,u,,002\xb0 32..430 E,2,0,51\xb0 08.149 N,,4,"59,75",,,30,,,,2,16,,1,,,2,2.5,,3,,,,1,14.51,,4,,,,B_108_232b,2.5,,,,4,onbekend,,,467851,8.75,,5665029,,,,,5,,61
Point,2.872912929544355,51.278163138591836,Feature,35,,"002\xb0 52,375 E",1,0,"51\xb0 16,690 N",1990 / 24 - 140,5,"83,75",-,,30,,,"100,00",1,20,Duits,3,1943,"5,5 Wk__",4,5,bodem,3,#,"35,00",-,1,8.03,,102,"5,50",,"1,52",B_116_252_b,2.5,,"Tijd. Ver. Bergingswerken ""Norma""",Snelboot,1,S.220,,,491135.78,26.25,,5680766.09,,,Opgeruimd wrak (Duitse snelboot type S 100),Duitse Marine,5,Staal,101
Point,2.844773244764617,51.25999225677394,Feature,u,,"002\xb0 50,686 E",2,0,"51\xb0 15,600 N",1960 / 12 - 089,5,"68,75",,,30,,,,1,20,Duits,1,,"onzichtbaar bij LW ; 4,9 Wk ; 3,9 Wk ; 10,7 Wk__ GLLWS",2,2.5,bodem,3,"10,6 Wk__",,,3,9.92,,91,"10,70",,,B_115_250,7.5,,Ackermans & Van Haaren,Kanonneerboot,3,HMS Rifsnes,,,489168.79,8.75,,5678749.1,,,"Opgeruimd wrak

Dieptecijfer gewijzigd naar LAT",,5,Staal,90
Point,3.034778997919232,51.35610620367763,Feature,0,"17,25","003\xb0 02,087 E",2,0,"51\xb0 21,366 N",1963 / 26 - 224,5,"62,50","Jacksonville, Florida America",,30,1964/05/22,,"7176,00",1,20,Amerikaans,1,1943,"zichtbaar LW,",1,1.25,,4,#,"129,00",Oorlogswerktuigen,1,8.58,,146,,,"13,20",B_121_302,2.5,,Ackermans & Van Haaren,Liberty,3,FRANCIS ASHBURY,,,502421.7,8.75,,5689427.03,"St. John's River S.B.Co., Jacksonville, Fla",1944/12/03,Gezonken na mijnexplosie  nabij  NF 11 boei met volle lading oorlogsmaterialen. In 1954 werd een gedeelte van de lading geborgen . In 1963 werd het wrak verder opgeruimd door Ackermans & Van Haaren uit Antwerpen.,U.S. War Shipping Administration,5,Staal,146
Point,2.900040891288034,51.34972040275138,Feature,0,"18,90","002\xb0 54,002 E",2,0,"51\xb0 20,983 N",1961 / 10 - 077,4,"58,50",Londen,,30,,,"8208,00",1,16,Brits,1,1931,"2,6 Wk__  ; +++",1,1.25,138 dm,4,#,"137,60",8.300 ton Octaan-,1,13.72,1961/04/24,138,,,,B_121_254,2.5,,Ackermans & Van Haaren,Tanker,4,GOLDSHELL,,,493038.77,8.75,,5688721.03,"Bremen Vulcan, Vegesack",1945/04/16,"Deze Britse tanker met 8300 ton Octane spirit aan boord vaarde op een mijn en zonk nabij de Oostendebank op 16 april 1945. Gebouwd in 1931 als GOLDSHELL voor eigendom van Anglo-Saxon Petroleum C\xb0,Ltd. Britain. Het wrak werd opgeruimd met explosieven tot op de omringende bodem in 1960 door Ackermans & Van Haaren.","Anglo-Saxon Petroleum Co. Ltd., Londen",5,staal,137
Point,2.658183236989121,51.16398328638139,Feature,"13,8",,002\xb0 39.491 E,3,0,51\xb0 09.839 N,,5,"70,00",,,30,,"11,10",,2,20,,1,,,3,3.75,,3,,,,3,7.65,,16,,,,B_109_239c,7.5,,,,3,Duits vliegtuig,,,476099.53,8.75,,5668116.24,,,,,5,,73
Point,3.204333326129491,51.34999992609317,Feature,20,,003\xb0 12.260 E,2,0,51\xb0 21.000 N,,4,"22,25",,,0,,,,2,16,,0,,,3,3.75,,4,,,,1,10,,139,,,,B_121_312_c,2.5,,,,6,Jura,,,514229.84,0,,5688767.19,,,,,0,,139
Point,2.913085162471519,51.240163528691205,Feature,u,,"002\xb0 54,785 E",2,0,"51\xb0 14,410 N",1990 / 24 - 140,5,"63,75",Nieuwpoort,verkeerdelijk benoemd als Siriu,30,1989/11/13,,,1,20,Belgisch,1,,"6,2 Wk __",2,2.5,bodem,4,#,,-,1,7,,65,"6,20",,,B_114_254_c,2.5,,TV  Bergingswerken NORMA,Sleepboot,3,Raymond,,,493932.76,8.75,,5676536.12,,,"Opgeruimd wrak, op 13/11/1990 opnieuw onderzocht  en er werden geen wrakresten meer gevonden.  Afgedregd tot 1 voet boven de bodem .",Belgische Staat,5,Staal,44
Point,3.178715490525799,51.382501013690394,Feature,65,,"003\xb0 10,722 E",99,0,"51\xb0 22,950 N",2004 / 17 - 126,4,"43,25",,,6,,"9,00",,1,16,,1,,09.8 Wk GLLWS,4,5,,6,09.8 Wk,,,3,10.64,,196,,"312,00",,B_122_310_a,7.5,Ter Streep,,,5,Onbekend,,2007/05/16,512437,8.75,,5692377,,,"Wrak gevonden met de algemene peilingen van juni 2004.
BaZ gepubliceerd onder 17/126 Belgische kust. Haven Zeebrugge. Omgeving WZ boei. Wrak.

Dieptecijfer ongewijzigd in LAT",,1,,196
Point,2.490319108706792,51.19609452719017,Feature,u,,"002\xb0 29,419 E",99,0,"51\xb0 11,766 N",1994 / 19 - 126,4,"35,75",-,,6,,,,1,16,-,1,,"Wrak, gevaarlijk voor bovenscheepvaart",2,2.5,-,6,#,,-,1,18.26,,31,,,,B_111_229,2.5,,-,,6,onbekend,,2009/05/14,464386.96,8.75,,5671755.15,-,,"De positie en het teken van het wrak werden afgeleid uit Franse zeekaarten INT 1512 (6735D) van 1978 en INT 1512 (6652D) van 1985. Op 24/05/1993 werd een uitgebreid onderzoek uitgevoerd en niets gevonden in positie 5 671 965 en 464 480. Volgens de SSS-opnamen van 24/05/1993 werd in positie 5 672 304 - 463 971 een zwakke echo waargenomen , evenwel zonder enige schaduw. Dus gaat het hier waarschijnlijk om een veranderlijke bodemstructuur.",-,1,-,10
Point,2.936360253364031,51.26593082109874,Feature,22,,"002\xb0 56,181 E",99,0,"51\xb0 15,956 N",2003 / 15 - 137,5,"46,00",,,6,,"6,00",,1,20,,1,,"06,6 Wk GLLWS",3,3.75,,6,"06,5 Wk",,,3,6.55,,93,,,,B_115_256_c,7.5,Ter Streep,,,5,Onbekend,,2006/10/12,495560,8.75,,5679400,,,"Dit is duidelijk een deel van een wrak. De spanten zijn zichtbaar op de SideScan beelden.

Dieptecijfer gewijzigd naar LAT",,1,,92
Point,3.098926774131106,51.39416811093194,Feature,u,,"003\xb0 05,936 E",99,0,"51\xb0 23,650 N",1921 / 109,4,"82,25",,,30,,,,3,16,,3,,,2,2.5,,,NIET op kaart,,,3,11.16,,,,,,B_123_306_c,7.5,Ter Streep,,,1,onbekend,,,506882.67,26.25,,5693664,,,Volgens BAZ van 1921 is in deze positie een schip gezonken .,,5,,277
Point,3.174358104305334,51.40808053725053,Feature,4,,"003\xb0 10,461 E",99,0,"51\xb0 24,485 N",2008 / 17 - 183,4,"57,00",,,6,,"4,00",,3,16,,3,,,1,1.25,,,"09,6 Obstn","4,00",,3,10.88,,,,"0,00",,B_124_310,7.5,Ter Streep,,,4,Onbekend,,2008/08/06,512127,26.25,,5695221,,,Object waargenomen tijdens de monitoring van de vaargeulen.Het object ligt op ongeveer 112 m NO van de boei S8. Het object is zeer waarschijnlijk een boei.,,1,,296
